   9.7055813e+00  -2.4419482e+00   1.0000000e+00
   6.7225950e+00  -1.0106579e+00   1.0000000e+00
   3.5290824e+00  -1.4178248e+00   1.0000000e+00
   8.9956756e+00  -2.2661870e+00   1.0000000e+00
   7.3556822e+00   1.4347564e-02   1.0000000e+00
  -6.5441974e+00   7.8830314e-01   1.0000000e+00
  -1.2403755e+01  -2.0081599e+00   1.0000000e+00
   3.7500820e+00   5.3102219e+00  -1.0000000e+00
  -1.0512717e+01  -6.8281369e-01   1.0000000e+00
  -4.9853047e+00   5.3547917e+00   1.0000000e+00
  -3.8849243e+00   4.8591724e+00   1.0000000e+00
  -2.5189875e+00   8.6825876e+00   1.0000000e+00
  -3.7309824e+00   5.4320155e+00   1.0000000e+00
  -3.0166598e+00  -1.6042088e+00  -1.0000000e+00
  -5.5262871e+00   2.3478367e+00   1.0000000e+00
   6.5030408e+00  -1.9887533e+00   1.0000000e+00
  -3.9874795e+00   5.3915165e+00   1.0000000e+00
  -3.7382131e+00  -2.6501129e+00  -1.0000000e+00
  -5.1124839e+00   2.4763113e+00   1.0000000e+00
   6.8798198e+00  -1.5381746e+00   1.0000000e+00
   6.9569754e-02  -2.1348457e+00  -1.0000000e+00
  -5.7616706e+00   3.7549626e+00  -1.0000000e+00
   1.2308708e+01  -2.6848413e+00   1.0000000e+00
  -3.7237329e+00   1.4483407e-02  -1.0000000e+00
   4.3933367e+00  -1.5587542e+00   1.0000000e+00
   1.7853471e+00   9.5020097e-01  -1.0000000e+00
  -5.2572421e+00  -3.2334179e-01  -1.0000000e+00
   6.4657018e+00  -2.4274969e+00   1.0000000e+00
   5.0026689e+00  -4.2346713e-01   1.0000000e+00
  -3.1476751e-01  -2.7958368e+00  -1.0000000e+00
   8.0634596e-01   2.8715368e+00  -1.0000000e+00
  -9.5651824e+00   1.6910340e+00   1.0000000e+00
   6.1131887e+00  -2.1054336e+00   1.0000000e+00
   1.8134722e+00  -1.2067399e-01  -1.0000000e+00
  -1.7880172e+00   4.6848507e+00  -1.0000000e+00
  -2.4592917e+00  -2.9236354e+00  -1.0000000e+00
  -1.5464744e+00   3.5537013e+00  -1.0000000e+00
   7.4672942e+00  -2.5966041e+00   1.0000000e+00
   6.4081127e+00  -9.6643170e-01   1.0000000e+00
   6.5402207e+00  -2.0712970e+00   1.0000000e+00
  -2.1846701e+00  -2.3114060e+00  -1.0000000e+00
  -1.1661196e+01  -5.9986448e-02   1.0000000e+00
  -6.4820354e+00   4.7001889e+00   1.0000000e+00
  -1.4194772e+00  -3.0262862e+00  -1.0000000e+00
   3.4940557e-01   2.3511600e+00  -1.0000000e+00
   1.3547097e+01  -4.1937615e+00   1.0000000e+00
   9.1251665e+00  -3.5879889e+00   1.0000000e+00
   6.7434758e+00  -4.3002131e+00   1.0000000e+00
   6.4096205e+00  -9.9220617e-01   1.0000000e+00
  -4.1989340e+00  -9.6004946e-01  -1.0000000e+00
  -2.5909176e+00  -1.1728620e+00  -1.0000000e+00
   5.9664374e-01   5.8476467e+00   1.0000000e+00
  -4.2016783e-01   3.8115232e+00  -1.0000000e+00
  -9.8505649e+00   2.5737489e+00   1.0000000e+00
   4.7366982e+00  -1.6553589e+00   1.0000000e+00
   4.1566126e+00  -1.9036759e+00   1.0000000e+00
   7.3655526e+00   4.5377037e+00  -1.0000000e+00
   1.0772804e+01  -1.9557678e+00   1.0000000e+00
  -7.9710540e+00  -9.7114732e-01   1.0000000e+00
  -5.3531075e+00   7.4740700e+00   1.0000000e+00
   5.2815978e+00  -2.6151728e+00   1.0000000e+00
  -3.6416299e+00  -2.9893704e+00  -1.0000000e+00
   5.3609273e+00   3.3894565e+00  -1.0000000e+00
  -9.4899756e-01   1.7774872e+00  -1.0000000e+00
   8.0677240e+00  -1.5257955e+00   1.0000000e+00
   3.0402051e+00   4.2666450e+00  -1.0000000e+00
   5.4323083e+00  -1.8743634e+00   1.0000000e+00
   8.6171676e-01  -3.5091940e+00  -1.0000000e+00
   8.3686504e+00  -1.4463415e+00   1.0000000e+00
  -8.7624716e+00   2.9540807e+00   1.0000000e+00
   5.0953745e+00  -1.8848537e+00   1.0000000e+00
   9.0798670e+00  -2.4913911e+00   1.0000000e+00
   3.4918116e+00  -4.9854074e+00  -1.0000000e+00
   3.0228547e+00   1.3659855e+00  -1.0000000e+00
  -2.3244224e+00  -2.2835831e+00  -1.0000000e+00
   8.9177066e+00  -2.4379375e+00   1.0000000e+00
  -6.8189783e+00   4.8818757e-01   1.0000000e+00
  -9.1255957e+00   6.9487260e-01   1.0000000e+00
